brand,p_name,sku_id,weight,local,control,inch,connect,communicate,materal,IPXX,xuhang,display,funy,severce,is_bluetooth_talk,people,function
华为（HUAWEI）,['华为'],['53548876283'],['23.00'],['中国大陆'],['全屏触控'],['0.8-1.0'],['支持蓝牙'],['无'],['硅胶'],['50米防水'],[],['彩屏'],['跑步'],['一年质保'],['不支持蓝牙通话'],['通用'],['消息提醒']
佳明（GARMIN）,['Garmin'],['32062922587'],['130.00'],[],[],[],['蓝牙连接'],[],[],[],[],[],[],[],[],['成人'],[]
华为（HUAWEI）,['华为荣耀智能手表Watch'],['52190864418'],['400.00'],[],[],[],[],[],['皮革'],['50米及以上防水'],['4-7'],['彩色触屏'],[],['一年质保'],[],['通用'],[]
华为（HUAWEI）,['华为NYX'],['7320003'],['80.00'],['中国大陆'],['单点触控'],['0.8-1.0'],['支持蓝牙'],['来电提醒'],['硅胶'],['50米防水'],['24'],['黑白屏'],['跑步'],['一年质保'],['不支持蓝牙通话'],['通用'],['消息提醒']
华为（HUAWEI）,['华为'],['43335888672'],['30.00'],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
普利邦（PULEEBUMG）,['普利邦'],['47036670816'],['50.00'],[],['单点触控'],['0.8-1.0'],[],[],['硅胶'],['30米防水'],['7'],['彩屏'],['跑步'],['一年质保'],['支持'],['男士'],['消息提醒']
DMDG,['DMDG'],['47099387018'],['120.00'],[],['单点触控'],['0.8-1.0'],['支持蓝牙'],['来电提醒'],[],['生活防水'],[],['彩屏'],['骑行'],[],[],['男士'],['消息提醒']
小米（MI）,['小米'],['54044597558'],['0.8'],[],[],[],[],[],['TPU'],['生活防水'],['4-7'],['彩色触屏'],['无'],[],[],['儿童'],[]
amazfit,['amazfit'],['49288216285'],['1.0'],[],[],[],[],[],['硅胶'],['不防水'],['16-30'],['其他'],['10'],['一年质保'],[],['通用'],[]
小米（MI）,['小米'],['11281714445'],['64.00'],['中国大陆'],['单点触控'],['0.8-1.0'],['支持蓝牙'],['来电提醒'],['硅胶'],['50米防水'],['14-16'],['彩屏'],['跑步'],[],['不支持蓝牙通话'],['通用'],['消息提醒']
华为（HUAWEI）,['荣耀手环5'],['50513230132'],['200.00'],['中国大陆'],['非触控屏'],['0.8'],[],[],['其他'],['不防水'],['7'],['无屏幕'],['跑步'],['30天无忧退'],[],['通用'],['心率监测']
NOERDEN,['NOERDENMATE2'],['40431397581'],['61.00'],[],[],[],[],[],['硅胶'],['50米及以上防水'],['30'],['其他'],[],['一年质保'],[],['通用'],[]
爱多（IDALL）,['爱多'],['53562073494'],['0.83'],['中国大陆'],['单点触控'],['1.2'],['支持蓝牙'],['来电提醒'],['皮革'],['30米防水'],[],['彩屏'],['跑步'],['一年质保'],['不支持蓝牙通话'],['男士'],['消息提醒']
华为（HUAWEI）,['华为'],['53818039864'],['300.00'],[],['全屏触控'],['0.8-1.0'],['支持蓝牙'],['无'],['硅胶'],['50米防水'],['7-10'],['彩屏'],['跑步'],[],['不支持蓝牙通话'],['男士'],['消息提醒']
普利邦（PULEEBUMG）,['普利邦'],['41466701712'],['50.00'],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
华为（HUAWEI）,['华为'],['52621678461'],['100.00'],[],['全屏触控'],['0.8-1.0'],['支持蓝牙'],['来电提醒'],['硅胶'],['50米防水'],['14-16'],['彩屏'],['跑步'],['一年质保'],['不支持蓝牙通话'],['通用'],['消息提醒']
华为（HUAWEI）,['华为'],['48435290164'],['140.00'],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
瑞德罗曼,['瑞德罗曼W180'],['45818203035'],['100.00'],[],[],[],[],[],['硅胶'],['生活防水'],['4-7'],['彩色触屏'],['5'],[],[],['通用'],[]
瑞德罗曼,['瑞德罗曼W860'],['40971596182'],['1.0'],[],['单点触控'],['0.8-1.0'],['支持蓝牙'],['来电提醒'],['硅胶'],['生活防水'],['7'],['黑白屏'],['跑步'],[],['不支持'],['通用'],['消息提醒']
希娜塔,['希娜塔W19'],['55328012310'],['1.0'],['中国大陆'],[],[],[],[],['TPU'],['生活防水'],['4-7'],['彩色触屏'],['5种以下'],[],[],['通用'],[]
Fitbit,['FitbitInspire'],['43775161994'],['98.00'],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
卡丝拉狄（cathyladi）,['卡丝拉狄'],['43438961248'],['100.00'],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
华为（HUAWEI）,['华为'],['53942085973'],['100.00'],['中国大陆'],['单点触控'],['0.8'],['支持WIFI'],['短信收发'],[],['不防水'],['7'],['其他'],['跑步'],[],['支持蓝牙通话'],['男士'],['消息提醒']
ADZ,['ADZN58'],['41383705865'],['200.00'],['中国大陆'],['非触控屏'],['1.2'],[],[],['皮革'],['生活防水'],[],['彩屏'],['跑步'],[],[],['男士'],['消息提醒']
AMAZFIT,['AMAZFIT月霜'],['100003934004'],['170.00'],['中国大陆'],[],[],[],[],[],[],[],[],[],[],[],['中性'],[]
DMDG,['DMDG'],['30655928234'],['100.00'],['中国大陆'],[],[],[],[],[],[],[],[],[],[],[],[],[]
华为（HUAWEI）,['华为'],['38393599335'],['69.00'],[],['单点触控'],['0.8'],[],[],['硅胶'],['30米防水'],['16-21'],['其他'],['跑步'],['一年质保'],['支持'],['男士'],['运动计步']
华为（HUAWEI）,['华为'],['55097503745'],['1.0'],[],['非触控屏'],['0.8'],['支持蓝牙'],['来电提醒'],[],['50米防水'],['12-14'],['黑白屏'],['跑步'],[],['不支持蓝牙通话'],['通用'],['消息提醒']
真匠,['真匠'],['18370508578'],['28.00'],['中国大陆'],[],[],[],[],['其他'],['生活防水'],['4-7'],['彩色触屏'],['5种以下'],['一年质保'],[],['老人'],[]
华为（HUAWEI）,['华为'],['47882732388'],['250.00'],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
普利邦（pulibang）,['普利邦'],['54765731972'],['1.0'],[],['单点触控'],['1.0-1.2'],['支持蓝牙'],['来电提醒'],[],['生活防水'],['7'],['墨水屏'],['跑步'],[],['不支持蓝牙通话'],['男士'],['心率监测']
华为（HUAWEI）,['送礼包'],['54924732079'],['500.00'],[],[],[],[],[],['TPU'],['生活防水'],['3'],['彩色触屏'],['无'],[],[],['儿童'],[]
华为（HUAWEI）,[],['52199450468'],['215.00'],[],[],[],[],[],['橡胶'],['50米防水'],['8-15'],['彩色触屏'],[],['一年质保'],[],['通用'],[]
华为（HUAWEI）,['华为智能手表WATCH1运动手表手环蓝牙通话手表计步心率微信聊天电话手表男女'],['10266744622'],['0.78'],[],[],[],[],[],['其他'],['生活防水'],['3'],['彩色触屏'],['5种以下'],[],[],['通用'],[]
小米（MI）,['小米'],['10392128697'],['7.00'],['中国大陆'],[],[],[],[],[],[],[],[],[],[],[],[],[]
AMAZFIT,['AMAZFITA1712'],['100002712110'],['140.00'],['中国大陆'],['单点触控'],['1.2'],[],[],['TPU'],['50米以上防水'],['16-21'],['彩屏'],['跑步'],['一年质保'],['不支持'],['男士'],['消息提醒']
DMDG,['DMDG'],['50501817398'],['100.00'],['中国大陆'],['全屏触控'],['1.2'],[],[],[],['30米防水'],['7'],['彩屏'],['跑步'],['一年质保'],[],['男士'],['心率监测']
VOSSTR,['VOSSTR'],['11158944501'],['200.00'],[],['单点触控'],['0.8-1.0'],[],[],['硅胶'],['30米防水'],['7'],['彩屏'],['跑步'],[],['不支持'],['男士'],['消息提醒']
瑞德罗曼,['瑞德罗曼'],['52340868962'],['100.00'],[],['非触控屏'],['0.8-1.0'],['支持蓝牙'],['无'],['硅胶'],['生活防水'],['7'],['黑白屏'],['跑步'],[],['不支持蓝牙通话'],['通用'],['运动计步']
博之轮（BOZLUN）,['博之轮'],['41605821766'],['350.00'],['中国大陆'],[],[],[],[],['硅胶'],['生活防水'],['4-7'],['彩色触屏'],['5'],['30天无忧退'],[],['男士'],[]
全程通,['全程通Q88'],['100004245732'],['140.00'],['中国大陆'],['全屏触控'],['1.2'],[],[],['TPU'],['30米防水'],['7-15'],['彩屏'],['跑步'],['30天无忧退'],['不支持'],['男士'],['消息提醒']
华为（HUAWEI）,['华为'],['55707694717'],['100.00'],[],['全屏触控'],['0.8'],['支持蓝牙'],['无'],['其他'],['生活防水'],['14-16'],['黑白屏'],['跑步'],['一年质保'],['不支持蓝牙通话'],['男士'],['消息提醒']
fitup,['fitupV19'],['52573770982'],['30.00'],['中国大陆'],['单点触控'],['1.0-1.2'],['支持蓝牙'],['来电提醒'],['TPU'],['50米以上防水'],['7-10'],['彩屏'],['跑步'],['一年质保'],['不支持蓝牙通话'],['男士'],['消息提醒']
华为（HUAWEI）,['华为'],['52198456873'],['200.00'],[],[],[],[],[],['硅胶'],['生活防水'],['3'],['彩色触屏'],[],['一年质保'],[],['儿童'],[]
华为（HUAWEI）,[],['52661559068'],['80.00'],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
NOERDEN,['NOERDEN'],['33293935908'],['70.00'],[],[],[],[],[],['皮革'],['50米及以上防水'],['30'],['其他'],[],['一年质保'],[],['通用'],[]
卡丝拉狄（cathyladi）,['卡丝拉狄'],['44112852344'],['100.00'],[],[],[],[],[],['金属'],['生活防水'],['4-7'],['彩色触屏'],['5种以下'],['一年质保'],[],['男士'],[]
瑞德罗曼,['瑞德罗曼W240'],['46075951816'],['1.0'],[],['单点触控'],['0.8-1.0'],['支持蓝牙'],['免持接听'],['皮革'],['生活防水'],['7'],['彩屏'],['跑步'],[],['支持蓝牙通话'],['男士'],['消息提醒']
特兰恩（Tralean）,['特兰恩'],['35237157643'],['100.00'],[],[],[],[],[],['皮革'],['生活防水'],['8-15'],['彩色触屏'],['否'],[],[],['男士'],['消息提醒']
华为（HUAWEI）,[],['30646249139'],['450.00'],['中国大陆'],[],[],[],[],[],[],[],[],[],[],[],[],[]
小米（MI）,['华米智能手表GTS'],['55990385375'],['240.00'],[],[],[],[],[],['硅胶'],['50米防水'],['8-15'],['彩色触屏'],['10'],[],[],['通用'],[]
华为（HUAWEI）,['华为'],['32043490382'],['400.00'],[],['多点触控'],['1.0-1.2'],['支持蓝牙'],['来电提醒'],[],['生活防水'],['7'],['彩屏'],['跑步'],[],['支持蓝牙通话'],['男士'],['消息提醒']
普利邦（PULEEBUMG）,['普利邦'],['41682661959'],['50.00'],[],['单点触控'],['0.8-1.0'],[],[],['金属'],['50米防水'],['16-21'],['彩屏'],['跑步'],[],['不支持'],['男士'],['消息提醒']
VOSSTR,['VOSSTRV15'],['40714611542'],['120.00'],[],['单点触控'],['1.0-1.2'],[],[],['金属'],['30米防水'],['7'],['彩屏'],['跑步'],['一年质保'],[],['女士'],['消息提醒']
橙朗,['橙朗'],['26017346449'],['100.00'],[],['单点触控'],['0.8'],[],[],['皮革'],['生活防水'],['7-15'],['黑白屏'],['跑步'],[],['支持'],['女士'],['消息提醒']
博之轮（BOZLUN）,['博之轮'],['43634027820'],['500.00'],['中国大陆'],[],[],[],[],[],[],[],[],[],[],[],[],[]
VOSSTR,['VOSSTR'],['29967951273'],['200.00'],[],['单点触控'],['0.8-1.0'],[],[],[],['生活防水'],['7'],['彩屏'],['跑步'],[],[],['通用'],['消息提醒']
普利邦（PULEEBUMG）,['普利邦'],['46465407126'],['50.00'],['中国大陆'],['单点触控'],['1.0-1.2'],['支持蓝牙'],['免持接听'],['硅胶'],['生活防水'],['7-10'],['彩屏'],['跑步'],['一年质保'],['支持蓝牙通话'],['男士'],['消息提醒']
dido,['didoR1'],['32111260451'],['500.00'],['中国大陆'],['单点触控'],['1.2'],['支持蓝牙'],['来电提醒'],['硅胶'],['30米防水'],['7-10'],['彩屏'],['跑步'],['一年质保'],['不支持蓝牙通话'],['通用'],['消息提醒']
普利邦（PULEEBUMG）,['普利邦'],['46045221220'],['50.00'],[],['单点触控'],['1.2'],[],[],['皮革'],['30米防水'],[],['彩屏'],['跑步'],['30天无忧退'],[],['男士'],['消息提醒']
普利邦（PULEEBUMG）,['普利邦'],['45641102244'],['50.00'],['中国大陆'],['单点触控'],['1.2'],[],[],['其他'],['生活防水'],[],['彩屏'],['跑步'],['一年质保'],[],['男士'],['消息提醒']
普利邦（PULEEBUMG）,['普利邦'],['53380802428'],['50.00'],[],[],[],[],[],['皮革'],['30米防水'],['4-7'],['彩色触屏'],['5种以下'],['两年质保'],[],['男士'],[]
普利邦（pulibang）,['普利邦'],['46298936955'],['1.0'],[],['单点触控'],['1.2'],[],[],['硅胶'],['生活防水'],['7'],['彩屏'],['跑步'],[],[],['男士'],['消息提醒']
小米（MI）,['小米'],['32505890284'],['0.68'],[],[],[],[],[],['TPU'],['生活防水'],['8-15'],['其他'],[],[],[],['儿童'],[]
瑞德罗曼,['瑞德罗曼W570'],['40971590878'],['1.0'],[],['单点触控'],['0.8-1.0'],['支持蓝牙'],['免持接听'],['硅胶'],['生活防水'],['7'],['彩屏'],['跑步'],[],['支持蓝牙通话'],['通用'],['消息提醒']
VOSSTR,['VOSSTR'],['22374134632'],['250.00'],[],['单点触控'],['1.0-1.2'],['支持蓝牙'],['来电提醒'],[],['生活防水'],['7'],['彩屏'],['跑步'],[],['不支持蓝牙通话'],['通用'],['消息提醒']
普利邦（PULEEBUMG）,['普利邦'],['50091503914'],['50.00'],['中国大陆'],[],[],[],[],[],[],[],[],[],[],[],[],[]
瑞德罗曼,['瑞德罗曼F60'],['51450426715'],['100.00'],[],['单点触控'],['1.0-1.2'],['支持蓝牙'],['来电提醒'],['金属'],['生活防水'],['7'],['彩屏'],['跑步'],[],['不支持蓝牙通话'],['女士'],['消息提醒']
VOSSTR,['VOSSTR'],['36869660723'],['200.00'],[],['单点触控'],['0.8-1.0'],['支持蓝牙'],['来电提醒'],[],['生活防水'],['7'],['彩屏'],['跑步'],[],['不支持蓝牙通话'],['通用'],['消息提醒']
华为（HUAWEI）,['华为'],['52893836561'],['0.78'],[],['全屏触控'],['0.8-1.0'],['支持蓝牙'],['来电提醒'],['硅胶'],['50米防水'],['14-16'],['彩屏'],['跑步'],['一年质保'],['不支持蓝牙通话'],['通用'],['消息提醒']
华为（HUAWEI）,['华为'],['55776373974'],['100.00'],[],['全屏触控'],['0.8'],['支持蓝牙'],['来电提醒'],['其他'],['生活防水'],['14-16'],['黑白屏'],['跑步'],['一年质保'],['不支持蓝牙通话'],['男士'],['消息提醒']
360,['360'],['11382760198'],['100.00'],['中国大陆'],[],[],[],[],['硅胶'],['生活防水'],['3'],['彩色触屏'],['5种以下'],[],[],['儿童'],[]
DMDG,['DMDG'],['31315309082'],['100.00'],['中国大陆'],['单点触控'],['0.8-1.0'],[],[],[],['生活防水'],[],['彩屏'],['跑步'],['一年质保'],[],['男士'],['消息提醒']
小寻,['小寻X1'],['51354478594'],['482.00'],[],[],[],[],[],['硅胶'],['生活防水'],['3'],['彩色触屏'],[],['一年质保'],[],['老人'],[]
普利邦（PULEEBUMG）,['普利邦'],['47848355094'],['50.00'],['中国大陆'],['单点触控'],['1.0-1.2'],['支持蓝牙'],['免持接听'],['硅胶'],['不防水'],['7'],['彩屏'],['跑步'],['两年质保'],['支持蓝牙通话'],['男士'],['消息提醒']
卡丝拉狄（cathyladi）,['卡丝拉狄'],['53574506161'],['100.00'],[],[],[],[],[],['TPU'],['生活防水'],['4-7'],['彩色触屏'],[],['两年质保'],[],[],[]
纽曼（Newmine）,['纽曼'],['56175224498'],['145.00'],['中国大陆'],['全屏触控'],['1.2'],['支持蓝牙'],['来电提醒'],['金属'],['30米防水'],['7'],['彩屏'],['跑步'],['30天无忧退'],['不支持蓝牙通话'],['通用'],['消息提醒']
普利邦（PULEEBUMG）,['普利邦'],['49859880693'],['50.00'],[],['全屏触控'],['1.2'],[],[],[],['30米防水'],[],['彩屏'],['跑步'],['两年质保'],[],['男士'],['消息提醒']
普利邦（pulibang）,['普利邦'],['48998219004'],['1.0'],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
普利邦（pulibang）,['普利邦'],['54703973559'],['1.0'],[],['单点触控'],['0.8-1.0'],['支持蓝牙'],['来电提醒'],[],['生活防水'],['7'],['彩屏'],['跑步'],[],['支持蓝牙通话'],['男士'],['消息提醒']
小米（MI）,['小米'],['54028187218'],['210.00'],[],['非触控屏'],['0.8'],['支持蓝牙'],['无'],['其他'],['生活防水'],['7'],['其他'],['登山'],[],['支持蓝牙通话'],['通用'],['GPS定位']
华为（HUAWEI）,['华为'],['55247710909'],['320.00'],[],['非触控屏'],['0.8'],['支持蓝牙'],['来电提醒'],[],['50米防水'],['12-14'],['黑白屏'],['跑步'],['一年质保'],['不支持蓝牙通话'],['男士'],['消息提醒']
华为（HUAWEI）,['华为'],['37689409328'],['30.00'],[],['单点触控'],['1.0-1.2'],['支持蓝牙'],['来电提醒'],[],['生活防水'],['7'],['彩屏'],['跑步'],[],['支持蓝牙通话'],['男士'],['消息提醒']
AMAZFIT,['amazfitA1809'],['36839038762'],['280.00'],['中国大陆'],[],[],[],[],['硅胶'],['50米防水'],['4-7'],['彩色触屏'],[],['一年质保'],[],['男士'],[]
DMDG,['DMDG'],['35859301483'],['100.00'],[],['单点触控'],['1.2'],[],[],['硅胶'],['生活防水'],[],['彩屏'],['跑步'],[],[],['男士'],['消息提醒']
ADZ,['ADZAv08S'],['47843420304'],['172.00'],['中国大陆'],['单点触控'],['0.8-1.0'],[],[],['硅胶'],['不防水'],['7'],['彩屏'],['跑步'],[],[],['男士'],['消息提醒']
佳明（GARMIN）,['佳明'],['43277971883'],['200.00'],[],[],[],[],[],['硅胶'],['50米防水'],['8-15'],['部分屏幕'],['5'],['一年质保'],[],['男士'],[]
华为（HUAWEI）,['华为'],['38029262944'],['190.00'],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
ADZ,['ADZAP12'],['57296916746'],['200.00'],[],['单点触控'],['0.8-1.0'],['支持蓝牙'],['来电提醒'],['硅胶'],['生活防水'],['7'],['彩屏'],['跑步'],[],['不支持蓝牙通话'],['男士'],['消息提醒']
华为（HUAWEI）,['华为'],['10753366585'],['0.69'],['中国大陆'],[],[],[],[],['其他'],['生活防水'],['3'],['彩色触屏'],['5种以下'],['一年质保'],[],['通用'],['自定义表盘']
华为（HUAWEI）,['华为'],['52260589945'],['25.00'],['中国大陆'],[],[],[],[],[],[],[],[],[],[],[],[],[]
瑞德罗曼,['瑞德罗曼'],['53366732773'],['100.00'],[],['单点触控'],['0.8-1.0'],['支持蓝牙'],['免持接听'],['皮革'],['生活防水'],['7'],['彩屏'],['跑步'],[],['支持蓝牙通话'],['男士'],['消息提醒']
普利邦（PULEEBUMG）,['普利邦'],['53901056453'],['50.00'],['中国大陆'],['单点触控'],['1.2'],['支持蓝牙'],['来电提醒'],['金属'],['生活防水'],['7'],['彩屏'],['跑步'],['一年质保'],['不支持蓝牙通话'],['男士'],['消息提醒']
普利邦（PULEEBUMG）,['普利邦'],['45618997677'],['25.00'],['中国大陆'],['单点触控'],['1.0-1.2'],['支持蓝牙'],['来电提醒'],['硅胶'],['30米防水'],['7'],['彩屏'],['跑步'],['两年质保'],['不支持蓝牙通话'],['男士'],['消息提醒']
华为（HUAWEI）,[],['52664562149'],['400.00'],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
普利邦（PULEEBUMG）,['普利邦'],['44075413489'],['50.00'],[],['多点触控'],['0.8-1.0'],[],[],['硅胶'],['生活防水'],['7'],['黑白屏'],['跑步'],['30天无忧退'],['不支持'],['男士'],['消息提醒']
VOSSTR,['VOSSTR'],['39882050849'],['200.00'],['中国大陆'],['单点触控'],['0.8-1.0'],[],[],[],['30米防水'],['7'],['彩屏'],['跑步'],['一年质保'],[],['男士'],['消息提醒']
华为（HUAWEI）,['华为荣耀运动智能手表WATCH'],['42956077916'],['100.00'],['中国大陆'],[],[],[],[],['硅胶'],['50米防水'],['4-7'],['其他'],[],['一年质保'],[],['男士'],[]
dido,['didoG23'],['43827078328'],['150.00'],['中国大陆'],['单点触控'],['0.8-1.0'],['支持蓝牙'],['来电提醒'],['硅胶'],['生活防水'],['7-10'],['彩屏'],['跑步'],['一年质保'],['不支持蓝牙通话'],['通用'],['心率监测']
DMDG,['DMDG'],['35145993927'],['100.00'],[],['单点触控'],['0.8'],[],[],[],['生活防水'],[],['黑白屏'],['跑步'],[],[],['男士'],['消息提醒']
ADZ,['ADZA10'],['40866252669'],['150.00'],[],['单点触控'],['0.8-1.0'],[],[],[],['生活防水'],[],['彩屏'],['跑步'],[],[],['男士'],['消息提醒']
华为（HUAWEI）,['华为'],['53616394760'],['150.00'],[],['全屏触控'],['0.8-1.0'],['支持蓝牙'],['来电提醒'],['硅胶'],['50米防水'],['7'],['彩屏'],['跑步'],['一年质保'],['不支持蓝牙通话'],['通用'],['消息提醒']
ADZ,['ADZAB31'],['51319496896'],['200.00'],[],['单点触控'],['0.8-1.0'],[],[],['硅胶'],['不防水'],[],['彩屏'],['跑步'],[],[],['男士'],['消息提醒']
普利邦（PULEEBUMG）,['普利邦'],['47045142953'],['50.00'],[],['单点触控'],['1.2'],[],[],[],['30米防水'],[],['彩屏'],['跑步'],['30天无忧退'],[],['男士'],['消息提醒']
普利邦（PULEEBUMG）,['普利邦'],['41053616448'],['50.00'],[],['单点触控'],['1.0-1.2'],[],[],[],['生活防水'],['7'],['彩屏'],['跑步'],['两年质保'],[],['男士'],['消息提醒']
全颂,['全颂'],['33726379624'],['100.00'],[],[],[],[],[],[],['生活防水'],[],[],[],[],[],[],[]
荣耀（HONOR）,['华为荣耀手环防水智能手环4Running计步器健康监测手表智能5提醒男女睡眠安卓苹果通用小米运动手环'],['56537627648'],['100.00'],[],['全屏触控'],['1.0-1.2'],['支持蓝牙'],['无'],[],['50米防水'],['7-10'],['黑白屏'],['跑步'],[],['不支持蓝牙通话'],['通用'],['消息提醒']
华为（HUAWEI）,['华为'],['35528842720'],['70.00'],['中国大陆'],['单点触控'],['0.8'],['支持蓝牙'],['来电提醒'],['皮革'],['50米防水'],[],['其他'],['跑步'],[],[],['男士'],['睡眠监测']
乐心（HIIN）,['乐心'],['10543168216'],['100.00'],['中国大陆'],[],[],[],[],[],[],[],[],[],[],[],['中性'],[]
翰诺思（HEANTTV）,['翰诺思'],['21458779261'],['100.00'],['中国大陆'],[],[],[],[],[],[],[],[],[],[],[],[],[]
炫戴（XUANDAI）,['炫戴'],['44720960330'],['100.00'],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
华为（HUAWEI）,['华为'],['27865452057'],['100.00'],['中国大陆'],[],[],[],[],[],[],[],[],[],[],[],[],[]
婉魅（wanmei）,['婉魅'],['42401158557'],['20.00'],[],['单点触控'],['0.8'],[],[],[],['不防水'],['7'],['无屏幕'],['跑步'],[],['不支持'],['男士'],['消息提醒']
华为（HUAWEI）,['华为'],['45618879640'],['20.00'],['中国大陆'],['非触控屏'],['0.8'],[],[],['硅胶'],['50米以上防水'],[],['其他'],['跑步'],[],[],['男士'],['消息提醒']
米布斯（mijobs）,['米布斯'],['55150994088'],['60.00'],[],['非触控屏'],['0.8'],['支持蓝牙'],['无'],['金属'],['生活防水'],['7'],['无屏幕'],['无'],[],['不支持蓝牙通话'],['通用'],['消息提醒']
魅英（MEIYING）,['魅英'],['47912456529'],['200.00'],[],[],[],[],[],['其他'],['不防水'],['3'],['无触屏'],[],[],[],['通用'],[]
全颂,['全颂'],['39851298213'],['100.00'],[],['单点触控'],['0.8'],[],[],[],['生活防水'],['7'],['黑白屏'],['跑步'],[],[],['男士'],['消息提醒']
AMAZFIT,['AMAZFIT'],['55731574604'],['250.00'],[],[],[],[],[],['硅胶'],['生活防水'],['16-30'],['彩色触屏'],['5种以下'],[],[],['通用'],[]
文明,['小米手环1腕带'],['12538297215'],['20.00'],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
炫戴（XUANDAI）,['炫戴'],['36432169915'],['500.00'],[],['单点触控'],['0.8'],[],[],['其他'],['不防水'],['7'],['其他'],['登山'],[],[],['通用'],['心率监测']
华为（HUAWEI）,['华为'],['36867873163'],['20.00'],['中国大陆'],['单点触控'],['1.0-1.2'],[],[],['硅胶'],['不防水'],['7'],['其他'],['跑步'],['一年质保'],[],['男士'],['消息提醒']
乐心（HIIN）,['乐心'],['26219431014'],['18.00'],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
炫戴（XUANDAI）,['炫戴'],['36457601474'],['500.00'],['中国大陆'],['单点触控'],['0.8'],[],[],['金属'],['不防水'],['7'],['其他'],['跑步'],[],[],['男士'],['久坐提醒']
华为（HUAWEI）,['华为'],['53910707325'],['100.00'],['中国大陆'],['多点触控'],['0.8'],['支持蓝牙'],['无'],['皮革'],['生活防水'],['7'],['彩屏'],['跑步'],['一年质保'],['不支持蓝牙通话'],['男士'],['消息提醒']
全程通,['全程通W3彩屏'],['6685185'],['50.00'],['中国大陆'],['单点触控'],['0.8-1.0'],['支持蓝牙'],['来电提醒'],['硅胶'],['30米防水'],['20-22'],['彩屏'],['跑步'],['30天无忧退'],['不支持蓝牙通话'],['男士'],['消息提醒']
乐心（HIIN）,['乐心'],['26223686084'],['16.00'],['中国大陆'],[],[],['蓝牙连接'],[],[],[],[],[],[],[],[],['中性'],[]
华为（HUAWEI）,['华为'],['26667554692'],['1.0'],[],['单点触控'],['0.8-1.0'],[],[],[],['生活防水'],['7'],['其他'],['游泳'],[],['不支持'],['通用'],['久坐提醒']
米布斯（mijobs）,['米布斯'],['13186658863'],['100.00'],[],['非触控屏'],['0.8'],[],[],['金属'],['生活防水'],['7'],['无屏幕'],['跑步'],[],['不支持'],['通用'],['运动计步']
米布斯（mijobs）,['米布斯'],['23318687450'],['110.00'],['中国大陆'],['单点触控'],['0.8'],[],[],['金属'],['生活防水'],['7'],['无屏幕'],['跑步'],[],['不支持'],['通用'],['消息提醒']
VOSSTR,['VOSSTR'],['29272198148'],['200.00'],['中国大陆'],['非触控屏'],['0.8'],['支持蓝牙'],['短信收发'],[],['生活防水'],['7'],['无屏幕'],['跑步'],[],['不支持'],['男士'],['消息提醒']
爱尼卡孚（Anycover）,['爱尼卡孚'],['57055058678'],['200.00'],[],['非触控屏'],['0.8'],['支持WIFI'],['无'],['金属'],['不防水'],['7'],['其他'],['无'],[],['不支持蓝牙通话'],['女士'],['久坐提醒']
米布斯（mijobs）,['米布斯'],['53839897128'],['30.00'],[],['非触控屏'],['0.8'],['支持蓝牙'],['无'],['皮革'],['不防水'],['7'],['其他'],['无'],[],['不支持蓝牙通话'],['通用'],['久坐提醒']
VOSSTR,['VOSSTR'],['51251686617'],['200.00'],['中国大陆'],[],[],[],[],[],[],[],[],[],[],[],[],[]
华为（HUAWEI）,['华为'],['53144002641'],['100.00'],[],['非触控屏'],['0.8'],['支持蓝牙'],['来电提醒'],['金属'],['生活防水'],['7'],['无屏幕'],['跑步'],[],[],['男士'],['消息提醒']
霹雳先锋,['霹雳先锋'],['10378414293'],['100.00'],['中国大陆'],[],[],[],[],[],[],[],[],[],[],[],[],[]
米布斯（mijobs）,['米布斯'],['33536499702'],['20.00'],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
炫戴（XUANDAI）,['炫戴'],['45359757491'],['20.00'],['中国大陆'],['全屏触控'],['0.8'],[],[],['金属'],['生活防水'],['7'],['彩屏'],['跑步'],[],[],['通用'],['消息提醒']
翰诺思（HEANTTV）,['翰诺思'],['26731841770'],['10.00'],['中国大陆'],['单点触控'],['0.8'],[],[],[],['生活防水'],['7'],['其他'],['跑步'],[],[],['通用'],['消息提醒']
文明,['小米手环2腕带替换带二代硅胶男女防水防汗表带金属手环带'],['24884438496'],['1.0'],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
华为（HUAWEI）,['荣耀手环4'],['37696841596'],['1.0'],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
